name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Espiga Dourada 1,Odivelas Centro,4.0,91,6 € for two people (approx.),6,Cash only,cuisine2,Bakery
Dez Prá Uma,Campo de Ourique,4.0,46,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,International
Mirante,Penha de França,3.3,3,10 € for two people (approx.),10,Cash only,cuisine2,Finger Food
O Raúl,Benfica,3.3,4,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Portuguese
Xéxéxé,Costa da Caparica,4.3,156,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine2,Healthy Food
Pizzaria Bom Apetite,Ponte do Rol,-,3,20 € for two people (approx.),20,Cash only,cuisine2,Portuguese
La Nostra Pizzeria,Pinhal Novo,3.8,38,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
A Ver o Parque,Cascais Centro,3.5,9,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Finger Food
La Maison Fondue,Montijo Centro,2.9,61,34 € for two people (approx.),34,Cash and Cards accepted,cuisine2,Portuguese
Aqui há Petisco,Costa da Caparica,3.9,28,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Portuguese
Piccola Roma,Santa Iria da Azóia,3.9,108,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Italian
Lisboa Vadia,Sé,3.6,16,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine2,Petiscos
Nós é Mais Bolos,Cais do Sodré,4.3,454,12 € for two people (approx.),12,Cash and Cards accepted,cuisine2,Desserts
Pastelaria Pierrot,Abrunheira,3.7,17,7 € for two people (approx.),7,Cash only,cuisine2,Finger Food
Café Central da Boavista,Benfica,3.1,0,10 € for two people (approx.),10,Cash only,cuisine2,Finger Food
Os Grelhados dos Reis,Parede,3.9,62,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Desserts
Vera Cruz de Caxias,Caxias,3.6,23,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Flamingo Café,Cascais Centro,2.1,65,30 € for two people (approx.),30,Cards only,cuisine2,Petiscos
A TINA - Restaurante e Petisqueira,Loures Centro,3.9,53,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Petiscos
Joaquim Caseiro Jesus,Campolide,3.1,2,6 € for two people (approx.),6,Cash only,cuisine2,Portuguese
Restaurante Zip-Zip,Feijó,-,3,20 € for two people (approx.),20,Cash only,cuisine2,Petiscos
Suntria Café & Restaurante - Sintra Boutique Hotel,Sintra Centro,3.7,12,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Cafe
Tasquinha da Poncha,Venda Nova,-,0,5 € for two people (approx.),5,Cash and Debit Cards accepted,cuisine2,Portuguese
Oh! Lacerda,Praça de Espanha,4.1,149,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Petiscos
Retiro do Campo,Sesimbra Centro,3.4,8,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Italian
Miolo de Pão,Marquês de Pombal,-,3,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Adega de Carnide,Carnide,4.1,205,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine2,Alentejana
Toscana Casa de Pasto,Alcântara,4.3,240,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine2,Grill
Ler Devagar,Alcântara,4.2,338,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Finger Food
O Segredo,Cascais Centro,4.5,625,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Brazilian
O Ninho - Café Brunch,Mouraria,3.8,18,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Desserts
Damas,Graça,4.0,231,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Petiscos
Pastelaria Sá da Bandeira,Praça de Espanha,3.0,6,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
S&A,Porto Salvo,-,0,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Brazilian
Café 35,Campo Grande,3.7,33,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Finger Food
Escorpião,Alcântara,3.4,7,18 € for two people (approx.),18,Cash and Debit Cards accepted,cuisine2,Cafe
Happy Time,São Domingos de Benfica,2.8,10,6 € for two people (approx.),6,Cash and Cards accepted,cuisine2,Finger Food
Diálogos à Mesa,Lumiar,3.6,11,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Beverages
Kikus,Linda-a-Velha,-,2,10 € for two people (approx.),10,Cash only,cuisine2,Cafe
Ideias e Sabores,Moscavide,-,2,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine2,Bakery
La Chandeleur,Penha de França,3.6,9,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Burger
Meco's Food & Wine,Aldeia do Meco,-,2,25 € for two people (approx.),25,Cash only,cuisine2,Finger Food
Turim - Turim Alameda Hotel,Areeiro,3.3,4,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Finger Food
Donna's,Charneca de Caparica,-,1,12 € for two people (approx.),12,Cash only,cuisine2,Petiscos
Wheelys,Olivais,4.1,51,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Manuel Caçador,Areeiro,2.9,10,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Cafe
Vidal Food & Drinks,Sesimbra Centro,-,2,25 € for two people (approx.),25,Cash only,cuisine2,Portuguese
Punjab Sweet & Snack-Bar,Pontinha,-,0,20 € for two people (approx.),20,Cash only,cuisine2,Desserts
Sushi na Vila,Palmela Centro,4.0,131,30 € for two people (approx.),30,Cash only,cuisine2,Japanese
Bar - Hotel Açores Lisboa,Campolide,-,1,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine2,Finger Food
O Serranito,São Sebastião,3.2,7,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Grill
Ponto 39,São Domingos de Benfica,3.4,31,10 € for two people (approx.),10,Cash and Cards accepted,cuisine2,Steak
Vilavô,Campo de Ourique,3.7,15,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
Salsaparrilha & Co.,Cascais Centro,3.4,4,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Portuguese
Pérola Minhota,Queluz,3.3,3,30 € for two people (approx.),30,Cash only,cuisine2,Fast Food
Bar das Colunas,Marvila,4.1,121,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Seafood
Pratinho Cheio,Campo de Ourique,3.2,1,10 € for two people (approx.),10,Cash and Cards accepted,cuisine2,Portuguese
Ortónino,Pena,3.6,10,45 € for two people (approx.),45,Cash and Cards accepted,cuisine2,Portuguese
Taska da Txika,Lapa-Estrela,4.0,109,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Tapas
Os Dois Irmãos,Beato,3.6,10,8 € for two people (approx.),8,Cash and Cards accepted,cuisine2,Cafe
Faustino,Oeiras e São Julião da Barra,4.2,171,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Seafood
Mourisco - Pestana Sintra Golf,Abrunheira,3.4,5,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,International
A Campesina,Baixa,3.4,6,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Finger Food
Café Puro,Vila Franca de Xira Centro,-,1,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Tapas
Grelha Fina,Almada Centro,3.7,32,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Grill
Leão d'Ouro,Rossio,3.8,46,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Seafood
5 Oceanos,Alcântara,4.2,150,50 € for two people (approx.),50,Cash and Cards accepted,cuisine2,Portuguese
O Golo,Reboleira,3.4,5,12 € for two people (approx.),12,Cash only,cuisine2,Portuguese
Café Bom Dia,Mem Martins,3.5,10,10 € for two people (approx.),10,Cash and Cards accepted,cuisine2,Bakery
Solar do Peixe,Sacavém,3.8,48,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Grill
Bordas Pizzaria,Cascais Centro,3.8,51,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Italian
Green Beans,Bica,3.9,20,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Vegetarian
Vanilla Caffé,São Domingos de Rana,3.9,40,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Cafe
Magloca,Lapa-Estrela,3.7,17,18 € for two people (approx.),18,Cash and Debit Cards accepted,cuisine2,Finger Food
DesNorte,Bairro Alto,4.2,129,50 € for two people (approx.),50,Cash and Cards accepted,cuisine2,Contemporary
Átrio,Torres Vedras Centro,3.9,56,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Grill
Casa Santiago - O Rei do Choco Frito,São Sebastião,4.2,267,30 € for two people (approx.),30,Debit Cards accepted,cuisine2,Portuguese
Papa Zoo,São Domingos de Benfica,2.6,17,24 € for two people (approx.),24,Cash and Debit Cards accepted,cuisine2,Cafe
Central Mar e Sol,Charneca de Caparica,3.5,10,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Cafe
Vilela dos Frangos,Buraca,3.7,13,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
Sabores da Nossa Terra,Carcavelos,3.3,6,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Finger Food
Petiscos na Esquina,Moscavide,3.5,12,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Petiscos
Pérola das Camélias,Massamá,3.0,0,8 € for two people (approx.),8,Cash only,cuisine2,Snack Bar
Maison Collet,Odivelas Centro,3.6,17,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Cafe
Impala,Seixal Centro,3.9,65,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Finger Food
Marisqueira dos Anjos,Anjos,3.7,24,40 € for two people (approx.),40,Cash only,cuisine2,Portuguese
Espaço 20,Costa da Caparica,2.3,54,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Finger Food
Banú,Algés,3.3,50,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Seafood
Londrina Café,Alcântara,3.3,4,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Finger Food
Cinquanta,Avenida da Liberdade,4.3,275,45 € for two people (approx.),45,Cash and Cards accepted,cuisine2,Pizza
Bistro & Tapas - TRYP Lisboa Oriente Hotel,Parque das Nações,3.8,72,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Tapas
Royal Foodland Indiano,Laranjeiro,3.6,19,20 € for two people (approx.),20,Cash only,cuisine2,Nepalese
O Churrasquinho de Leião,Porto Salvo,3.2,7,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,BBQ
Beiju - Tapiocaria,Amoreiras,3.7,272,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Brazilian
Churrasqueira Senda do Poder,Torres Vedras Centro,-,2,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Grill
The Sushi Box,Alvalade,4.0,95,35 € for two people (approx.),35,Cash and Debit Cards accepted,cuisine2,Sushi
A Pimentinha,Ericeira,3.7,17,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine2,Portuguese
Sushi Giro,Graça,4.0,166,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Japanese
Frei Petisco,Alvalade,3.8,63,13 € for two people (approx.),13,Cash and Debit Cards accepted,cuisine2,Petiscos
O Amanhecer,Saldanha,3.3,2,12 € for two people (approx.),12,Cash only,cuisine2,Portuguese
Nutwood Geladaria,Torres Vedras Centro,3.8,57,7 € for two people (approx.),7,Cash only,cuisine2,Desserts
Entráguas,Cascais Centro,4.1,122,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Seafood
Baía do Sul,Ericeira,3.5,11,12 € for two people (approx.),12,Cash only,cuisine2,Petiscos
Bar da Piscina de Benfica,Benfica,-,2,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Cantinho da Cattuxa,Ericeira,3.3,4,12 € for two people (approx.),12,Cash only,cuisine2,Finger Food
Tasquinha do Sousa,Avenida da Liberdade,3.4,7,20 € for two people (approx.),20,Cash only,cuisine2,Portuguese
O Cubo,Marquês de Pombal,3.3,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Finger Food
Camilo - Casa de Petiscos,Abrunheira,3.9,118,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
Lavagante Azul,Póvoa de Santa Iria,3.4,11,40 € for two people (approx.),40,Cash only,cuisine2,Portuguese
Taberna dos Novos Tempos,Lapa-Estrela,3.3,6,20 € for two people (approx.),20,Cards only,cuisine2,Petiscos
Doce e Mel,Queluz,-,1,16 € for two people (approx.),16,Cash only,cuisine2,Cafe
Trevo III,Barreiro Centro,3.4,5,15 € for two people (approx.),15,Cash only,cuisine2,Beverages
O Bota Abaixo,Cacém,3.2,2,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Finger Food
Stasha,Bairro Alto,4.3,318,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Mediterranean
Cozinha 21,Ericeira,3.9,59,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Portuguese
Metropolitan,Almada Centro,-,2,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
O Trevo,Loures Centro,3.5,10,6 € for two people (approx.),6,Cash only,cuisine2,Portuguese
Pastelaria Arco Íris,Campo Pequeno,3.4,4,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Arcadia,Paço de Arcos,-,3,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Cantinho d'África,Queluz,-,0,15 € for two people (approx.),15,Cash only,cuisine2,Portuguese
Tasquinha da Linha,Areeiro,3.8,35,15 € for two people (approx.),15,Cash only,cuisine2,Portuguese
Seven Seas,Madragoa,3.2,1,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Tira-Tapas,Sintra Centro,4.5,456,30 € for two people (approx.),30,Cash only,cuisine2,Portuguese
Tentação,Carnaxide,3.3,6,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine2,Finger Food
KatKero,Santo António dos Cavaleiros,-,0,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Massa Fina,Estoril,3.6,203,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Italian
Arquivo Geral,Cais do Sodré,2.7,198,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Brazilian
Rooftop Bar & Pool,Campo Pequeno,3.7,17,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine2,Beverages
Galeria dos Sonhos,Benfica,3.2,1,12 € for two people (approx.),12,Cash only,cuisine2,Cafe
Fonte da Mina,Oeiras e São Julião da Barra,3.7,16,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Petiscos
Quiosque Sabor Beirão,Olivais,3.1,3,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Doce do Oeste,Torres Vedras Centro,3.3,5,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine2,Finger Food
Maré Doce,Cascais Centro,-,0,18 € for two people (approx.),18,Cash only,cuisine2,Finger Food
Pacífico Restaurante,Carnaxide,2.7,288,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Portuguese
Café Adília,Bobadela,-,0,10 € for two people (approx.),10,Cash only,cuisine2,Snack Bar
Wok City,São Marcos,2.6,106,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Japanese
Nikkei,Belém,4.0,80,75 € for two people (approx.),75,Cash and Cards accepted,cuisine2,Japanese
Sítio Valverde,Avenida da Liberdade,4.1,82,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Author
Brunchy Caffé,Praça de Espanha,3.7,24,14 € for two people (approx.),14,Cash and Cards accepted,cuisine2,Cafe
Barbatana Juicy Surf & Cafe,Ericeira,4.0,48,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Finger Food
J. Barros e Melo,São Domingos de Benfica,3.0,0,10 € for two people (approx.),10,Cash only,cuisine2,Portuguese
Copo de Três,Alcântara,3.3,27,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Portuguese
SushiCome,Cascais Centro,2.8,212,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Japanese
Café Bonfim,São Domingos de Benfica,3.5,10,12 € for two people (approx.),12,Cash only,cuisine2,Snack Bar
Shish,Rossio,4.0,47,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Street Food
Pizzeria Mercato di Napoli,Entrecampos,4.0,55,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Pizza
Frangokilo,Torres Vedras Centro,3.3,9,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Grill
Varandas Beach Club,Colares,3.4,7,12 € for two people (approx.) with alcohol,12,Cash only,cuisine2,Beverages
Café Filipa,Ramada,-,3,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
The Club Steakhouse,Parque das Nações,4.2,855,50 € for two people (approx.),50,Cash and Debit Cards accepted,cuisine2,Grill
Breadfast - Breakfast Delivery,Alfama,3.6,12,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Cafe
Alentejo.Come,São Brás,4.0,64,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine2,Petiscos
Mr. Burger,Mafra Centro,3.8,67,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Finger Food
Pastelaria Glicinia,Odivelas Centro,-,1,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine2,Cafe
Ganesha Palace,Rato,4.1,113,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Italian
Nau de Belém,Belém,2.9,3,12 € for two people (approx.),12,Cash only,cuisine2,Cafe
Dom Alvito,Loures Centro,3.8,47,35 € for two people (approx.),35,Cash and Debit Cards accepted,cuisine2,Portuguese
O Convés,Setubal Centro,3.7,16,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Fresh Fish
Arena Café,Entrecampos,2.7,25,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine2,Cafe
Fenix Café,Parede,3.6,13,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Finger Food
A Caravela,Odivelas Centro,-,0,10 € for two people (approx.),10,Cash only,cuisine2,Cafe
La Argentina,São Bento,4.1,74,10 € for two people (approx.),10,Cash only,cuisine2,Desserts
Café Dois Pontos,São Domingos de Rana,3.3,2,10 € for two people (approx.),10,Cash only,cuisine2,Finger Food
RUA - Príncipe Real,Príncipe Real,4.4,386,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,International
Vitaminas Lounge,São Domingos de Benfica,-,1,8 € for two people (approx.),8,Cash only,cuisine2,Juices
ChicaChicaBoom,Alcântara,3.9,20,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine2,Beverages
Adega Baixinha,Loures Centro,3.5,6,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,BBQ
Café Vani,Estoril,3.5,108,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Cafe
À Parte,Saldanha,4.5,"1,611",45 € for two people (approx.),45,Cash and Cards accepted,cuisine2,Brazilian
Padaria Real,Moscavide,3.6,11,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
Umbar,Estoril,3.7,79,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine2,Finger Food
Pereira e Pinheiro,Belas,3.0,4,8 € for two people (approx.),8,Cash and Cards accepted,cuisine2,Cafe
Espaço Alentejo,Rossio,3.5,10,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine2,Beverages
O Camelo,Carnaxide,3.4,4,20 € for two people (approx.),20,Cash only,cuisine2,Finger Food
Improvável,São Domingos de Rana,3.7,35,25 € for two people (approx.),25,Cash only,cuisine2,Petiscos
Gaúcha,Sé,3.7,30,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,BBQ
Burger Bar & Blues,Cais do Sodré,3.0,10,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Burger
O Forninho,Oeiras e São Julião da Barra,3.6,10,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Lisboa Pizza & Kebab House Halal,Entrecampos,-,0,15 € for two people (approx.),15,Cash only,cuisine2,Kebab
Roots Restaurante,Torres Vedras Centro,4.3,157,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Petiscos
ISCO Padaria & Bistro,Alvalade,4.3,112,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Contemporary
Ipanema,Camarate,3.4,9,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine2,Cafe
O Bicas,Anjos,-,1,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Pink Fire,Seixal Centro,-,3,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Cafe
Caravela de Ouro - Restaurante,Algés,4.0,128,50 € for two people (approx.),50,Cash and Cards accepted,cuisine2,Portuguese
Ferroviário,Santa Apolónia,4.1,745,50 € for two people (approx.) with alcohol,50,Cash and Cards accepted,cuisine2,Contemporary
Wanda Ramos Chá e Café,Caneças,-,1,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Museu do Oriente,Alcântara,4.3,767,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Oriental
O Chafariz das Gravatas,Reboleira,4.1,223,24 € for two people (approx.),24,Cash and Cards accepted,cuisine2,Grill
Trevo dos Sabores,Loures Centro,3.3,4,14 € for two people (approx.),14,Cash and Cards accepted,cuisine2,Portuguese
Vestigius,Cais do Sodré,4.1,352,55 € for two people (approx.),55,Cash and Cards accepted,cuisine2,Portuguese
Tasquinha com Arte,Rato,3.4,6,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
Anaflôr,Santa Iria da Azóia,3.4,12,10 € for two people (approx.),10,Cash and Cards accepted,cuisine2,Portuguese
Forno d'Oro,Rato,4.9,"2,866",55 € for two people (approx.),55,Cash and Debit Cards accepted,cuisine2,Italian
Midori - Penha Longa Resort,Alcabideche,4.6,246,220 € for two people (approx.),220,Cash and Cards accepted,cuisine2,Sushi
O Quinho,Torres Vedras Centro,3.4,8,15 € for two people (approx.),15,Cash only,cuisine2,Portuguese
Az de Comer,Campo de Ourique,4.0,61,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Cafe
Hua Sheng,Campolide,3.7,89,27 € for two people (approx.),27,Cash and Debit Cards accepted,cuisine2,Japanese
Bom Gosto,Oeiras e São Julião da Barra,3.6,13,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,African
Churrascaria Coquet,Odivelas Centro,3.9,74,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,BBQ
Santa Cruz,Pontinha,3.4,13,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Grill
Páteo dos Prazeres,Carcavelos,4.0,75,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Healthy Food
Vasco da Gama,Restelo,3.2,2,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Portuguese
O Garoto,Algés,-,3,12 € for two people (approx.),12,Cash only,cuisine2,Snack Bar
Nogueira,Casal de Cambra,3.2,1,20 € for two people (approx.),20,Cash only,cuisine2,BBQ
Dom47 Gastronomia,Baixa,3.7,13,55 € for two people (approx.),55,Cash only,cuisine2,Portuguese
Viriato,Ramada,3.9,77,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Cafe
Cascata,Alta de Lisboa,-,0,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine2,BBQ
Fonte da Pipa,Sintra Centro,3.8,110,12 € for two people (approx.) with alcohol,12,Cash only,cuisine2,Finger Food
Miranda Cantinho,Caxias,3.3,4,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Portuguese
Sete Risos,Campolide,3.4,13,15 € for two people (approx.),15,Cards only,cuisine2,Bakery
Tasquinha da Paula,Charneca de Caparica,3.6,8,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Petiscos
Saga,Graça,3.9,44,6 € for two people (approx.),6,Cash and Cards accepted,cuisine2,Finger Food
Simple Coffee and Bread,Restelo,3.9,56,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Portuguese
Terraço da Adega Machado,Bairro Alto,3.6,10,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,cuisine2,Petiscos
Doner King Kebab & Pizza 2,Torres Vedras Centro,-,0,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Kebab
Café d'Aldeia,Paio Pires,-,1,5 € for two people (approx.),5,Cash only,cuisine2,Finger Food
Milkees,Marquês de Pombal,4.0,53,12 € for two people (approx.),12,Cash only,cuisine2,Beverages
Entra,Marvila,4.4,680,50 € for two people (approx.),50,Cash and Cards accepted,cuisine2,Author
A Kikas,Carcavelos,3.1,0,18 € for two people (approx.),18,Cash only,cuisine2,Finger Food
Come Pronto,Cais do Sodré,3.1,2,6 € for two people (approx.),6,Debit Cards accepted,cuisine2,Cafe
Prego a Fundo,Sintra Centro,-,3,12 € for two people (approx.) with alcohol,12,Cash only,cuisine2,Fast Food
Etc&Tal,Oeiras e São Julião da Barra,4.4,199,30 € for two people (approx.) with alcohol,30,Cash and Debit Cards accepted,cuisine2,Petiscos
Pastelaria Portugal,Buraca,-,2,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Batikano's Setúbal,Setubal Centro,3.1,26,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine2,Finger Food
Tons & Sabores,Odivelas Centro,-,3,6 € for two people (approx.),6,Debit Cards accepted,cuisine2,Portuguese
La Fontana,Santa Cruz,4.0,103,35 € for two people (approx.),35,Cash and Debit Cards accepted,cuisine2,Portuguese
Bago d'Uva Tasquinha,Saldanha,3.3,6,15 € for two people (approx.),15,Cash only,cuisine2,Cafe
A Tasquinha de Benfica,Benfica,3.0,6,20 € for two people (approx.),20,Cash only,cuisine2,Petiscos
António Pinto Pereira,Ajuda,2.9,1,5 € for two people (approx.),5,Cash only,cuisine2,Cafe
Frugale Café & Bistro,Setubal Centro,-,3,15 € for two people (approx.),15,Cash only,cuisine2,Mediterranean
Taberna dos Ferreiros,Belém,3.6,29,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,Portuguese
Cafeitaria O Retiro,Porto Salvo,-,2,5 € for two people (approx.),5,Cash and Cards accepted,cuisine2,Finger Food
O Belga,Santa Cruz,3.6,17,8 € for two people (approx.),8,Cash only,cuisine2,Desserts
Filosofia,Campo Pequeno,4.3,330,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Desserts
Sem Multa,Cais do Sodré,3.8,16,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Petiscos
O Transmontano,Queijas,-,0,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Líder Carnes Churrasqueira,Odivelas Centro,-,0,15 € for two people (approx.),15,Cash only,cuisine2,Grill
Churrasqueira do Cotão,São Marcos,3.7,23,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
Casa d'Aldeia,Encarnação,3.6,14,6 € for two people (approx.),6,Cash only,cuisine2,Portuguese
Cantinho da Fina,Mina,-,0,8 € for two people (approx.),8,Cash only,cuisine2,Snack Bar
Monsanto Caffé,Ajuda,3.5,21,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Portuguese
Central de Odivelas,Odivelas Centro,3.8,35,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Petiscos
Beija-me Burro,Oeiras e São Julião da Barra,4.5,939,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine2,Petiscos
